Id,Values_Code,Values_Name,Values_Type,Values_Disp,Values_RecType,Values_CompanyCode,Values_EnerSource,Values_OperStartdate,Values_State,Date
Sistema,2QBW,EL POPAL,HIDRAULICA,NO DESPACHADO CENTRALMENTE,FILO DE AGUA,ISGG,AGUA,2014-03-31,OPERACION,2022-07-30
Sistema,2QEK,SALTO II,HIDRAULICA,DESPACHADO CENTRALMENTE,FILO DE AGUA,ENDG,AGUA,2014-06-25,OPERACION,2022-07-30
Sistema,2QRL,LA REBUSCA,HIDRAULICA,NO DESPACHADO CENTRALMENTE,GEN. DISTRIBUIDA,HZEG,AGUA,2014-07-24,OPERACION,2022-07-30
Sistema,2QV2,BAJO TULUA,HIDRAULICA,NO DESPACHADO CENTRALMENTE,NORMAL,EPSG,AGUA,2015-01-30,OPERACION,2022-07-30
Sistema,2R22,LAGUNETA,HIDRAULICA,DESPACHADO CENTRALMENTE,NORMAL,ENDG,AGUA,2014-12-17,OPERACION,2022-07-30
Sistema,2S6Q,AUTOG YAGUARITO,TERMICA,NO DESPACHADO CENTRALMENTE,AUTOGENERADOR,EMSG,BIOGAS,2016-03-22,OPERACION,2022-07-30
Sistema,2S6S,AUTOG ARGOS YUMBO,TERMICA,NO DESPACHADO CENTRALMENTE,AUTOGENERADOR,EPSG,CARBON,2016-03-20,OPERACION,2022-07-30
Sistema,2S6U,AUTOG ARGOS EL CAIRO,HIDRAULICA,NO DESPACHADO CENTRALMENTE,AUTOGENERADOR,EPMG,AGUA,2017-09-29,OPERACION,2022-07-30
Sistema,2S78,LA FRISOLERA,HIDRAULICA,NO DESPACHADO CENTRALMENTE,GEN. DISTRIBUIDA,GPYG,AGUA,2016-04-29,OPERACION,2022-07-30
Sistema,2S8G,AUTOG ARGOS TOLUVIEJO,TERMICA,NO DESPACHADO CENTRALMENTE,AUTOGENERADOR,EPSG,CARBON,2016-03-03,PRUEBAS,2022-07-30
Sistema,2S8I,AUTOG REFICAR,TERMICA,NO DESPACHADO CENTRALMENTE,AUTOGENERADOR,PRIG,GAS,2016-04-26,OPERACION,2022-07-30
Sistema,2S8N,GUAVIO MENOR,HIDRAULICA,NO DESPACHADO CENTRALMENTE,NORMAL,ENDG,AGUA,2016-04-27,OPERACION,2022-07-30
Sistema,2S8S,DOÑA JUANA,TERMICA,NO DESPACHADO CENTRALMENTE,NORMAL,BDJG,BIOGAS,2016-04-29,OPERACION,2022-07-30
Sistema,2S8U,PORCE III MENOR,HIDRAULICA,NO DESPACHADO CENTRALMENTE,NORMAL,EPMG,AGUA,2016-04-25,OPERACION,2022-07-30
Sistema,2S9L,EL COCUYO,HIDRAULICA,NO DESPACHADO CENTRALMENTE,GEN. DISTRIBUIDA,PCYG,AGUA,2016-05-20,OPERACION,2022-07-30
Sistema,2S9Q,TEQUENDAMA BIOGAS,TERMICA,NO DESPACHADO CENTRALMENTE,NORMAL,VESG,BIOGAS,2016-06-25,OPERACION,2022-07-30
Sistema,2SDR,ALEJANDRIA,HIDRAULICA,NO DESPACHADO CENTRALMENTE,NORMAL,GALG,AGUA,2017-03-02,OPERACION,2022-07-30
Sistema,2SI1,MORRO AZUL,HIDRAULICA,NO DESPACHADO CENTRALMENTE,NORMAL,RENG,AGUA,2016-09-10,OPERACION,2022-07-30
Sistema,2SS2,MAGALLO,HIDRAULICA,NO DESPACHADO CENTRALMENTE,NORMAL,HCCG,AGUA,2016-12-22,OPERACION,2022-07-30
Sistema,2SW1,EL EDEN,HIDRAULICA,NO DESPACHADO CENTRALMENTE,NORMAL,CEEG,AGUA,2017-03-02,OPERACION,2022-07-30
Sistema,2SXQ,BIOENERGY,COGENERADOR,NO DESPACHADO CENTRALMENTE,COGENERADOR,EEPG,BAGAZO,2017-04-22,OPERACION,2022-07-30
Sistema,2T1L,EL MOLINO,HIDRAULICA,NO DESPACHADO CENTRALMENTE,NORMAL,ISGG,AGUA,2017-04-19,OPERACION,2022-07-30
Sistema,2T4P,SAN MATIAS,HIDRAULICA,NO DESPACHADO CENTRALMENTE,NORMAL,ISGG,AGUA,2017-04-25,OPERACION,2022-07-30
Sistema,2T7D,CANTAYUS,HIDRAULICA,NO DESPACHADO CENTRALMENTE,NORMAL,GCYG,AGUA,2017-05-20,OPERACION,2022-07-30
Sistema,2TUT,LUZMA I,HIDRAULICA,NO DESPACHADO CENTRALMENTE,NORMAL,ISGG,AGUA,2017-10-07,OPERACION,2022-07-30
Sistema,2TUV,LUZMA II,HIDRAULICA,NO DESPACHADO CENTRALMENTE,NORMAL,ISGG,AGUA,2017-10-07,OPERACION,2022-07-30
Sistema,2TYI,AUTOG CELSIA SOLAR YUMBO,SOLAR,NO DESPACHADO CENTRALMENTE,AUTOGENERADOR,EPSG,RAD SOLAR,2017-09-03,OPERACION,2022-07-30
Sistema,2U1G,LAS PALMAS,HIDRAULICA,NO DESPACHADO CENTRALMENTE,NORMAL,GNCG,AGUA,2017-08-30,OPERACION,2022-07-30
Sistema,2U5P,PROENCA II,TERMICA,NO DESPACHADO CENTRALMENTE,NORMAL,PECG,CARBON,2017-10-10,OPERACION,2022-07-30
Sistema,2U8Y,TERMOMECHERO 5,TERMICA,NO DESPACHADO CENTRALMENTE,NORMAL,TMMG,GAS,2017-12-16,OPERACION,2022-07-30
Sistema,2U91,TERMOMECHERO 6,TERMICA,NO DESPACHADO CENTRALMENTE,NORMAL,TMMG,GAS,2018-02-02,OPERACION,2022-07-30
Sistema,2U93,TERMOMECHERO 4,TERMICA,NO DESPACHADO CENTRALMENTE,NORMAL,TMMG,GAS,2018-02-02,OPERACION,2022-07-30
Sistema,2UP2,COGENERADOR MANUELITA 2,COGENERADOR,NO DESPACHADO CENTRALMENTE,COGENERADOR,EPSG,BAGAZO,2018-06-22,OPERACION,2022-07-30
Sistema,2UPD,TEQUENDAMA 2,HIDRAULICA,NO DESPACHADO CENTRALMENTE,NORMAL,ENDG,AGUA,2018-02-28,OPERACION,2022-07-30
Sistema,2UPF,TEQUENDAMA 3,HIDRAULICA,NO DESPACHADO CENTRALMENTE,NORMAL,ENDG,AGUA,2018-02-28,OPERACION,2022-07-30
Sistema,2UPH,TEQUENDAMA 4,HIDRAULICA,NO DESPACHADO CENTRALMENTE,NORMAL,ENDG,AGUA,2018-02-28,OPERACION,2022-07-30
Sistema,2UPJ,TEQUENDAMA 1,HIDRAULICA,NO DESPACHADO CENTRALMENTE,NORMAL,ENDG,AGUA,2018-02-28,OPERACION,2022-07-30
Sistema,2UR5,SAN JOSE DE LA MONTAÑA II,HIDRAULICA,NO DESPACHADO CENTRALMENTE,NORMAL,GPEG,AGUA,2018-10-06,OPERACION,2022-07-30
